num_processes,avg_arrival_gap,avg_burst,burst_variance,min_burst,max_burst,avg_priority,priority_variance,avg_memory,cpu_load_estimate,regime,fcfs_avg_waiting,fcfs_avg_turnaround,sjf_avg_waiting,sjf_avg_turnaround,srtf_avg_waiting,srtf_avg_turnaround,rr_avg_waiting,rr_avg_turnaround,priority_avg_waiting,priority_avg_turnaround,best_algorithm_by_waiting,best_algorithm_by_turnaround,best_algorithm
37,1.889,5.351,7.633,1,10,3.135,2.063,519.784,2.538,uniform_light,57.946,63.297,38.459,43.811,38.216,43.568,72.919,78.27,54.622,59.973,SJF,SJF,SJF
49,1,23.306,139.437,2,40,3.122,2.393,474.592,5.0,priority_anticorrelated,528.796,552.102,378.061,401.367,372.184,395.49,744.143,767.449,696.143,719.449,SJF,SJF,SJF
46,2.022,4.978,8.413,1,10,2.891,2.01,614.348,2.267,uniform_light,73.239,78.217,41.435,46.413,41.087,46.065,87.174,92.152,68.522,73.5,SJF,SJF,SJF
22,2,30.409,160.696,10,49,4.545,6.066,518.864,5.0,bursty_mixed,300.818,331.227,224.091,254.5,219.5,249.909,447.227,477.636,307.455,337.864,SJF,SJF,SJF
7,1,19.571,413.388,1,54,3.286,1.633,701.143,2.283,interactive_short,88.714,108.286,35.571,55.143,19.857,39.429,41.143,60.714,59.286,78.857,SJF,SJF,RR
28,1,21.714,89.061,5,40,3.75,1.402,523.25,5.0,priority_correlated,275.071,296.786,207.857,229.571,207.036,228.75,419.036,440.75,212.071,233.786,SJF,SJF,Priority
49,2.042,24.286,218.122,2,49,4.286,4.653,570.735,5.0,bursty_mixed,530.082,554.367,348.143,372.429,334.939,359.224,693.939,718.224,562.429,586.714,SJF,SJF,SJF
16,3.467,15.25,72.438,1,28,2.25,1.812,587.562,3.05,high_arrival_spread,93.75,109.0,59.938,75.188,58.25,73.5,120.0,135.25,100.375,115.625,SJF,SJF,SJF
8,0.571,14.625,30.234,10,25,2.875,1.609,444.25,4.034,uniform_heavy,49.5,64.125,39.25,53.875,39.25,53.875,75.5,90.125,43.5,58.125,SJF,SJF,Priority
29,2.036,6.138,8.671,1,10,2.69,2.007,422.793,2.657,uniform_light,53.552,59.69,38.069,44.207,37.759,43.897,73.379,79.517,55.759,61.897,SJF,SJF,SJF
8,2.143,25.375,115.734,12,49,3.875,5.109,386.75,3.172,bursty_mixed,81.375,106.75,59.75,85.125,59.75,85.125,119.625,145.0,70.0,95.375,SJF,SJF,SJF
9,0.5,38.222,47.728,21,46,3,1.556,464.667,5.0,batch_long,142.333,180.556,135.333,173.556,135.333,173.556,267.889,306.111,142.444,180.667,SJF,SJF,SJF
11,0.4,35.545,92.975,20,48,3.182,2.331,501.364,5.0,batch_long,170.636,206.182,146.545,182.091,146.364,181.909,288.545,324.091,187.636,223.182,SJF,SJF,SJF
17,0.75,23.412,88.83,7,40,3.059,1.349,550.412,5.0,priority_anticorrelated,170.824,194.235,141.529,164.941,136.706,160.118,271.176,294.588,222.294,245.706,SJF,SJF,SJF
44,1,23.295,102.026,1,40,3.818,1.603,553.136,5.0,priority_correlated,500.591,523.886,357.477,380.773,356.75,380.045,715.568,738.864,361.909,385.205,SJF,SJF,Priority
12,1.091,24.167,158.306,5,40,3.083,2.41,544.333,5.0,priority_anticorrelated,124.5,148.667,99.333,123.5,86.083,110.25,171.167,195.333,167.333,191.5,SJF,SJF,SJF
16,1,24.125,146.609,2,39,3.938,2.684,590.438,5.0,priority_correlated,171.0,195.125,132.188,156.312,121.75,145.875,246.562,270.688,133.5,157.625,SJF,SJF,SJF
38,0.216,5.842,139.554,1,59,2.132,0.798,568.526,3.313,interactive_short,148.605,154.447,63.368,69.211,36.211,42.053,58.184,64.026,105.474,111.316,RR,RR,RR
46,2.022,24.587,187.199,2,50,4.522,5.032,544.848,5.0,bursty_mixed,565.696,590.283,338.022,362.609,337.283,361.87,713.413,738.0,503.587,528.174,SJF,SJF,SJF
11,0.2,10.455,2.612,8,12,2.727,1.107,651.545,5.0,near_simultaneous_uniform,49.636,60.091,46.273,56.727,46.273,56.727,83.0,93.455,52.182,62.636,SJF,SJF,SJF
18,0.118,7.167,2.472,5,9,2.778,1.951,606.556,5.0,near_simultaneous_uniform,58.778,65.944,51.944,59.111,51.944,59.111,98.556,105.722,59.5,66.667,SJF,SJF,SJF
25,2.083,28,240.72,2,50,5.12,3.786,545.96,5.0,bursty_mixed,304.08,332.08,204.44,232.44,203.76,231.76,416.96,444.96,289.96,317.96,SJF,SJF,SJF
47,2,5.468,10.76,1,10,2.894,1.627,511.553,2.52,uniform_light,74.851,80.319,45.362,50.83,44.83,50.298,93.681,99.149,75.021,80.489,SJF,SJF,SJF
11,0.2,18.091,2.628,16,20,3.273,1.653,616.727,5.0,near_simultaneous_uniform,92.273,110.364,84.818,102.909,84.818,102.909,166.909,185.0,91.273,109.364,SJF,SJF,SJF
6,0.2,10.333,1.222,9,12,3.667,2.556,692.833,4.769,near_simultaneous_uniform,25.0,35.333,23.667,34.0,23.667,34.0,45.0,55.333,26.167,36.5,SJF,SJF,SJF
47,1.022,21.468,115.994,2,39,3.681,1.834,588.915,5.0,priority_correlated,464.426,485.894,325.766,347.234,325.596,347.064,663.957,685.426,332.319,353.787,SJF,SJF,SJF
8,0.286,7.75,1.688,6,10,2.5,2,506,5.0,near_simultaneous_uniform,26.375,34.125,23.625,31.375,23.375,31.125,41.75,49.5,27.75,35.5,SJF,SJF,SJF
49,0.979,21.367,142.6,2,40,3.551,2.247,504.306,5.0,priority_correlated,498.551,519.918,335.816,357.184,325.571,346.939,651.327,672.694,342.347,363.714,SJF,SJF,SJF
39,4.079,15.744,65.216,2,30,3.462,1.633,601.769,3.319,high_arrival_spread,218.205,233.949,140.513,156.256,139.308,155.051,303.974,319.718,202.41,218.154,SJF,SJF,SJF
8,1.143,24,73.75,12,35,3.5,1.75,707.5,4.465,uniform_heavy,68.0,92.0,63.25,87.25,63.125,87.125,121.125,145.125,72.875,96.875,SJF,SJF,SJF
5,0.25,17.2,1.76,15,19,2.8,1.76,652,4.3,near_simultaneous_uniform,34.8,52.0,32.8,50.0,32.4,49.6,64.6,81.8,34.8,52.0,SJF,SJF,SJF
49,0.167,4.02,71.857,1,50,2.02,0.877,514.102,3.397,interactive_short,131.184,135.204,74.592,78.612,40.347,44.367,60.531,64.551,87.286,91.306,RR,RR,RR
11,0.2,6.273,2.38,4,8,3.545,1.884,532.273,5.0,near_simultaneous_uniform,30.909,37.182,27.273,33.545,26.273,32.545,41.818,48.091,30.727,37.0,SJF,SJF,SJF
8,0.857,20.875,557.609,2,53,2.375,2.734,669.625,2.831,interactive_short,114.625,135.5,52.625,73.5,25.5,46.375,51.0,71.875,55.5,76.375,RR,RR,RR
7,0.333,17.286,1.633,16,19,2.429,1.388,653.429,5.0,near_simultaneous_uniform,52.286,69.571,48.857,66.143,48.857,66.143,94.0,111.286,52.857,70.143,SJF,SJF,SJF
18,1,22.833,128.917,2,40,3.111,2.21,574.722,5.0,priority_anticorrelated,153.333,176.167,128.444,151.278,128.444,151.278,251.444,274.278,233.389,256.222,SJF,SJF,SJF
16,0.733,22.75,107.062,2,40,3.25,1.688,446.312,5.0,priority_anticorrelated,190.875,213.625,127.0,149.75,120.25,143.0,246.75,269.5,207.25,230.0,SJF,SJF,SJF
9,0.25,15.667,1.111,14,17,2.778,1.951,528.556,5.0,near_simultaneous_uniform,62.222,77.889,59.556,75.222,59.556,75.222,113.333,129.0,62.667,78.333,SJF,SJF,FCFS
28,0.296,8.357,285.658,1,59,2.107,1.024,565.536,3.493,interactive_short,176.036,184.393,75.821,84.179,29.214,37.571,55.357,63.714,82.536,90.893,RR,RR,RR
11,0.5,36.273,74.38,24,47,3.636,1.686,515.182,5.0,batch_long,167.818,204.091,152.455,188.727,152.455,188.727,296.909,333.182,176.727,213.0,SJF,SJF,SJF
8,0.286,19.625,2.234,18,22,2,0.75,577.125,5.0,near_simultaneous_uniform,66.875,86.5,64.625,84.25,64.625,84.25,123.75,143.375,67.375,87.0,SJF,SJF,SJF
18,1,17.5,159.028,1,39,3.167,2.806,486.944,5.0,priority_correlated,143.833,161.333,79.0,96.5,78.333,95.833,162.833,180.333,79.889,97.389,SJF,SJF,Priority
10,1,24.5,127.65,12,40,2.4,1.44,537.4,5.0,uniform_heavy,96.5,121.0,73.8,98.3,73.8,98.3,144.4,168.9,106.1,130.6,SJF,SJF,SJF
38,0.216,5.658,123.225,1,56,2.158,0.817,578.895,3.359,interactive_short,154.605,160.263,61.632,67.289,37.447,43.105,60.211,65.868,87.868,93.526,RR,RR,RR
8,0.286,8,1.25,6,10,3.875,1.109,404.375,5.0,near_simultaneous_uniform,26.5,34.5,24.5,32.5,24.5,32.5,42.5,50.5,26.5,34.5,SJF,SJF,Priority
14,0.154,13.143,1.98,11,15,2.929,1.352,508.214,5.0,near_simultaneous_uniform,84.786,97.929,79.143,92.286,79.143,92.286,150.929,164.071,84.0,97.143,SJF,SJF,SJF
13,0.167,15.154,1.361,12,16,3,2.308,570.154,5.0,near_simultaneous_uniform,90.538,105.692,86.308,101.462,86.231,101.385,159.154,174.308,91.385,106.538,SJF,SJF,SJF
46,1,27.587,93.286,10,40,3.022,1.543,530.739,5.0,uniform_heavy,562.63,590.217,475.348,502.935,475.348,502.935,942.304,969.891,609.239,636.826,SJF,SJF,SJF
5,0.25,14,0.8,13,15,3.2,1.36,607.6,4.375,near_simultaneous_uniform,27.8,41.8,26.6,40.6,26.6,40.6,51.8,65.8,27.8,41.8,SJF,SJF,SJF
10,2.111,4.6,10.84,1,10,3.1,2.29,507.3,1.586,uniform_light,11.1,15.7,7.3,11.9,5.8,10.4,12.3,16.9,14.5,19.1,SJF,SJF,SJF
17,0.125,15.059,0.761,14,17,3.059,1.349,465.294,5.0,near_simultaneous_uniform,119.176,134.235,115.647,130.706,115.647,130.706,215.471,230.529,120.118,135.176,SJF,SJF,SJF
23,2.091,24.217,257.127,3,50,3.739,4.28,564.043,5.0,bursty_mixed,211.739,235.957,140.696,164.913,140.609,164.826,276.652,300.87,264.739,288.957,SJF,SJF,SJF
20,0.105,12,2.5,10,14,3.05,1.948,600.45,5.0,near_simultaneous_uniform,113.4,125.4,104.15,116.15,104.15,116.15,203.25,215.25,112.0,124.0,SJF,SJF,SJF
24,1,14.458,107.082,1,36,4.208,1.665,548.458,5.0,priority_anticorrelated,187.125,201.583,99.583,114.042,89.5,103.958,190.792,205.25,224.333,238.792,SJF,SJF,SJF
43,1,24.279,77.271,10,39,3.14,1.701,586.953,5.0,uniform_heavy,465.093,489.372,379.512,403.791,379.512,403.791,757.628,781.907,518.814,543.093,SJF,SJF,SJF
10,3.889,17.3,59.81,3,28,2.8,1.56,532.3,2.746,high_arrival_spread,61.8,79.1,43.9,61.2,43.7,61.0,93.6,110.9,54.7,72.0,SJF,SJF,SJF
47,3.87,16.936,75.762,1,30,2.553,1.651,527.574,3.827,high_arrival_spread,328.83,345.766,202.83,219.766,202.468,219.404,438.957,455.894,278.128,295.064,SJF,SJF,SJF
11,0.2,7.545,2.248,5,9,2.818,2.876,703,5.0,near_simultaneous_uniform,32.727,40.273,32.0,39.545,32.0,39.545,57.091,64.636,33.818,41.364,SJF,SJF,SJF
31,0.267,6.839,201.49,1,58,1.968,0.87,572.161,3.212,interactive_short,161.323,168.161,59.0,65.839,27.645,34.484,49.839,56.677,78.581,85.419,RR,RR,RR
28,0.259,5.286,106.49,1,47,2.071,1.066,583.75,2.741,interactive_short,103.857,109.143,24.357,29.643,24.357,29.643,42.393,47.679,32.179,37.464,SJF,SJF,SJF
44,1,18.795,115.617,1,40,3.727,1.971,516.386,5.0,priority_anticorrelated,372.614,391.409,248.182,266.977,247.455,266.25,494.136,512.932,512.977,531.773,SJF,SJF,SJF
30,0.241,5.367,108.166,1,47,2.133,1.049,625.7,2.981,interactive_short,112.167,117.533,28.767,34.133,28.767,34.133,47.6,52.967,37.333,42.7,SJF,SJF,SJF
19,1.056,20.579,123.612,1,37,3.474,2.039,568.579,5.0,priority_correlated,176.158,196.737,121.842,142.421,119.368,139.947,239.947,260.526,123.316,143.895,SJF,SJF,SJF
10,0.222,13.3,1.41,12,16,2.3,2.21,568.7,5.0,near_simultaneous_uniform,58.8,72.1,55.3,68.6,55.3,68.6,105.3,118.6,57.5,70.8,SJF,SJF,SJF
33,0.25,6.212,144.773,1,57,2.152,1.159,554.606,3.154,interactive_short,145.788,152.0,56.485,62.697,31.545,37.758,51.303,57.515,74.515,80.727,RR,RR,RR
36,2.029,28.167,234.306,1,50,4.111,6.599,537.889,5.0,bursty_mixed,428.333,456.5,300.722,328.889,300.556,328.722,610.306,638.472,435.333,463.5,SJF,SJF,SJF
13,0.417,36.231,54.639,23,50,2.692,1.905,591.462,5.0,batch_long,208.154,244.385,190.231,226.462,188.538,224.769,370.462,406.692,221.385,257.615,SJF,SJF,SJF
6,1.2,23.333,37.556,12,29,3.833,1.139,574.5,4.0,priority_correlated,51.833,75.167,45.833,69.167,45.833,69.167,88.5,111.833,46.333,69.667,SJF,SJF,SJF
14,0.923,22,99,2,36,3.714,1.347,466.071,5.0,priority_correlated,133.643,155.643,102.643,124.643,99.5,121.5,197.143,219.143,104.214,126.214,SJF,SJF,SJF
10,0.222,4.9,2.49,3,7,2.4,0.84,486.7,5.0,near_simultaneous_uniform,20.6,25.5,16.8,21.7,16.8,21.7,25.9,30.8,20.2,25.1,SJF,SJF,SJF
20,0.421,8.15,196.928,1,44,2.4,1.74,521.05,3.135,interactive_short,119.8,127.95,48.15,56.3,20.05,28.2,39.45,47.6,52.45,60.6,RR,RR,RR
24,1.043,23.833,82.889,10,40,3.125,1.943,581.167,5.0,uniform_heavy,277.125,300.958,208.917,232.75,202.167,226.0,407.125,430.958,275.0,298.833,SJF,SJF,SJF
29,1,23.31,90.421,5,37,3.966,1.413,526.862,5.0,priority_correlated,326.069,349.379,244.724,268.034,238.207,261.517,482.931,506.241,248.069,271.379,SJF,SJF,SJF
45,0.159,3.956,44.62,1,36,2.022,0.777,512.844,4.14,interactive_short,110.467,114.422,40.689,44.644,40.689,44.644,60.467,64.422,63.4,67.356,SJF,SJF,SJF
30,1.034,20.4,95.107,1,40,3.5,1.583,504.133,5.0,priority_correlated,276.067,296.467,199.833,220.233,199.833,220.233,400.0,420.4,201.867,222.267,SJF,SJF,SJF
18,1.588,5.556,9.136,1,10,3.167,1.361,556.944,2.703,uniform_light,40.611,46.167,23.667,29.222,23.278,28.833,49.111,54.667,38.056,43.611,SJF,SJF,SJF
34,1,25.029,71.087,11,40,2.765,1.827,496.118,5.0,uniform_heavy,384.706,409.735,313.206,338.235,313.206,338.235,624.706,649.735,368.059,393.088,SJF,SJF,Priority
16,0.533,11.312,323.84,1,51,2.5,0.75,458.562,3.068,interactive_short,128.812,140.125,58.75,70.062,22.75,34.062,41.25,52.562,60.375,71.688,RR,RR,RR
43,1.024,25.605,96.797,10,40,3,2.14,545.302,5.0,uniform_heavy,497.581,523.186,399.116,424.721,396.093,421.698,796.349,821.953,529.349,554.953,SJF,SJF,SJF
33,0.219,4.909,73.113,1,45,1.879,0.894,549.333,3.115,interactive_short,105.939,110.848,33.485,38.394,33.485,38.394,51.03,55.939,50.788,55.697,SJF,SJF,SJF
17,0.125,14.765,2.18,13,17,3.235,1.474,640.294,5.0,near_simultaneous_uniform,118.294,133.059,110.353,125.118,110.353,125.118,217.235,232.0,116.294,131.059,SJF,SJF,SJF
7,1.833,27.143,98.694,14,46,4.143,3.551,556.714,3.333,bursty_mixed,74.429,101.571,58.143,85.286,58.143,85.286,117.857,145.0,80.429,107.571,SJF,SJF,SJF
35,1.824,4.971,7.742,1,10,3,1.714,487.6,2.417,uniform_light,49.486,54.457,33.771,38.743,33.514,38.486,65.114,70.086,45.229,50.2,SJF,SJF,SJF
10,1.889,5.7,15.21,1,10,3.5,3.05,674,2.111,uniform_light,21.1,26.8,11.7,17.4,9.7,15.4,22.7,28.4,20.8,26.5,SJF,SJF,SJF
30,1.034,18.533,82.782,4,35,3.7,1.277,492.833,5.0,priority_anticorrelated,277.4,295.933,177.4,195.933,177.2,195.733,362.367,380.9,325.433,343.967,SJF,SJF,SJF
49,0.167,5.653,156.022,1,58,1.98,1.204,527.592,4.197,interactive_short,200.633,206.286,92.959,98.612,46.469,52.122,73.918,79.571,104.163,109.816,RR,RR,RR
10,0.222,10.5,1.25,9,12,3.4,1.44,649.6,5.0,near_simultaneous_uniform,46.2,56.7,43.6,54.1,43.6,54.1,82.2,92.7,47.1,57.6,SJF,SJF,SJF
5,1,38.4,100.24,21,48,2,0.8,562.8,3.692,batch_long,74.4,112.8,70.8,109.2,62.6,101.0,125.4,163.8,75.0,113.4,SJF,SJF,SJF
39,0.974,19.718,121.946,1,40,3.308,2.059,495.462,5.0,priority_correlated,352.923,372.641,237.308,257.026,235.846,255.564,466.051,485.769,240.0,259.718,SJF,SJF,SJF
13,0.167,18.923,2.533,17,21,2.692,1.29,595.538,5.0,near_simultaneous_uniform,113.846,132.769,107.0,125.923,107.0,125.923,212.385,231.308,112.769,131.692,SJF,SJF,SJF
7,0.333,6.429,1.673,5,8,1.714,0.49,369.286,4.5,near_simultaneous_uniform,19.0,25.429,16.0,22.429,16.0,22.429,31.0,37.429,17.0,23.429,SJF,SJF,SJF
33,4.094,14.97,81.726,1,30,2.576,1.759,531.152,3.068,high_arrival_spread,195.152,210.121,116.242,131.212,112.091,127.061,247.576,262.545,175.152,190.121,SJF,SJF,SJF
47,1.022,19.064,95.379,1,40,3.66,1.544,461.34,5.0,priority_anticorrelated,435.319,454.383,286.085,305.149,282.553,301.617,581.553,600.617,535.532,554.596,SJF,SJF,SJF
48,2.021,5.104,7.343,1,10,2.667,1.889,586.25,2.333,uniform_light,73.542,78.646,45.667,50.771,45.0,50.104,92.312,97.417,80.854,85.958,SJF,SJF,SJF
21,1.05,22.952,88.522,10,40,2.81,1.678,585.333,5.0,uniform_heavy,210.952,233.905,174.619,197.571,165.429,188.381,329.571,352.524,230.81,253.762,SJF,SJF,SJF
8,0.714,35.75,82.688,21,48,1.875,1.609,508,5.0,batch_long,119.625,155.375,102.5,138.25,102.5,138.25,207.25,243.0,119.375,155.125,SJF,SJF,SJF
41,1.025,23.902,98.332,3,40,3.951,1.9,602.878,5.0,priority_correlated,456.146,480.049,340.78,364.683,340.683,364.585,680.951,704.854,344.415,368.317,SJF,SJF,Priority
34,1,22.706,117.972,4,39,3.206,1.987,592.618,5.0,priority_anticorrelated,343.794,366.5,256.059,278.765,253.588,276.294,499.382,522.088,454.0,476.706,SJF,SJF,SJF
27,2,26.963,182.554,2,49,4.741,5.229,565.481,5.0,bursty_mixed,300.407,327.37,222.778,249.741,221.741,248.704,433.481,460.444,332.222,359.185,SJF,SJF,SJF
15,0.143,19.6,1.707,18,22,3.067,2.329,553.333,5.0,near_simultaneous_uniform,137.733,157.333,130.533,150.133,130.533,150.133,253.133,272.733,135.933,155.533,SJF,SJF,SJF
19,0.111,18.789,1.535,17,21,3.158,2.028,549.842,5.0,near_simultaneous_uniform,169.211,188.0,161.895,180.684,161.895,180.684,315.421,334.211,169.0,187.789,SJF,SJF,SJF
6,0.4,18.333,1.889,16,20,3.333,2.889,573.5,5.0,near_simultaneous_uniform,45.833,64.167,43.0,61.333,43.0,61.333,83.333,101.667,46.167,64.5,SJF,SJF,FCFS
36,0.943,17.5,110.861,2,39,3.806,1.934,506.972,5.0,priority_anticorrelated,275.917,293.417,188.361,205.861,185.806,203.306,374.167,391.667,390.528,408.028,SJF,SJF,FCFS
29,1.679,5.345,8.985,1,10,3,1.724,467.862,2.719,uniform_light,65.552,70.897,35.172,40.517,34.897,40.241,80.448,85.793,53.0,58.345,SJF,SJF,SJF
15,1,14.933,76.329,1,27,2.733,1.129,523,5.0,priority_correlated,119.067,134.0,73.667,88.6,64.267,79.2,135.0,149.933,75.6,90.533,SJF,SJF,SJF
19,0.111,5.579,1.928,4,8,2.789,2.271,537.421,5.0,near_simultaneous_uniform,46.263,51.842,41.684,47.263,41.684,47.263,64.211,69.789,50.947,56.526,SJF,SJF,SJF
44,0.953,22.091,105.446,1,39,3.727,1.607,523.045,5.0,priority_correlated,415.818,437.909,326.318,348.409,325.886,347.977,641.523,663.614,331.909,354.0,SJF,SJF,SJF
12,1.909,6.833,5.972,1,9,2.833,1.972,448.5,2.733,uniform_light,28.417,35.25,21.667,28.5,21.667,28.5,41.25,48.083,28.083,34.917,SJF,SJF,SJF
8,0.286,14.375,0.734,13,16,3.375,1.984,588.25,5.0,near_simultaneous_uniform,50.125,64.5,48.25,62.625,48.125,62.5,92.125,106.5,48.625,63.0,SJF,SJF,SJF
27,3.538,18.556,57.21,4,29,2.963,1.591,491.444,4.14,high_arrival_spread,200.815,219.37,146.704,165.259,145.815,164.37,305.63,324.185,183.593,202.148,SJF,SJF,SJF
5,0.5,27.6,125.44,13,39,2.4,1.04,679.8,3.366,uniform_heavy,39.4,67.0,39.4,67.0,39.4,67.0,75.4,103.0,40.0,67.6,FCFS,FCFS,FCFS
27,0.923,27.37,61.937,12,40,3.296,2.357,546.148,5.0,uniform_heavy,338.148,365.519,288.778,316.148,286.815,314.185,566.222,593.593,352.037,379.407,SJF,SJF,FCFS
28,1,24.857,99.551,10,39,2.786,2.097,502.143,5.0,uniform_heavy,310.036,334.893,248.679,273.536,246.857,271.714,488.929,513.786,318.75,343.607,SJF,SJF,SJF
10,0.222,18,2.4,16,20,3.3,2.21,490.6,5.0,near_simultaneous_uniform,80.2,98.2,75.7,93.7,75.7,93.7,143.7,161.7,79.9,97.9,SJF,SJF,SJF
13,1,16.385,121.621,2,36,3,1.692,469.154,4.438,priority_correlated,83.846,100.231,53.077,69.462,52.154,68.538,105.385,121.769,54.308,70.692,SJF,SJF,SJF
43,2.048,4.953,9.858,1,10,2.465,1.784,587.698,2.219,uniform_light,65.674,70.628,35.581,40.535,35.209,40.163,79.535,84.488,57.605,62.558,SJF,SJF,SJF
6,2,23.5,161.917,8,42,3.333,4.889,503.833,2.712,bursty_mixed,62.833,86.333,35.833,59.333,35.5,59.0,70.833,94.333,43.833,67.333,SJF,SJF,SJF
25,0.292,8.32,230.378,1,59,2.08,0.634,523.28,3.152,interactive_short,144.44,152.76,30.08,38.4,30.08,38.4,51.88,60.2,66.36,74.68,SJF,SJF,SJF
27,1,25.519,78.768,11,39,3.074,2.217,641.704,5.0,uniform_heavy,351.519,377.037,258.259,283.778,253.074,278.593,514.593,540.111,325.074,350.593,SJF,SJF,SJF
39,2.053,26.769,204.229,1,49,4.41,5.78,548.692,5.0,bursty_mixed,444.205,470.974,313.949,340.718,313.923,340.692,626.0,652.769,445.923,472.692,SJF,SJF,SJF
8,1.429,26.75,149.938,5,46,4.25,5.438,526,3.821,bursty_mixed,94.0,120.75,62.375,89.125,62.0,88.75,126.125,152.875,108.375,135.125,SJF,SJF,SJF
16,0.133,10.812,1.777,9,13,2.5,1.375,595.625,5.0,near_simultaneous_uniform,80.0,90.812,74.312,85.125,74.312,85.125,142.562,153.375,79.812,90.625,SJF,SJF,SJF
19,0.111,16.895,2.515,15,19,3.368,2.022,448.105,5.0,near_simultaneous_uniform,151.263,168.158,142.474,159.368,142.474,159.368,273.632,290.526,147.421,164.316,SJF,SJF,SJF
29,1.821,5.276,9.165,1,10,2.966,1.688,575.931,2.508,uniform_light,43.448,48.724,27.345,32.621,27.103,32.379,51.138,56.414,55.069,60.345,SJF,SJF,SJF
18,0.882,24.389,89.904,3,39,3.111,1.654,639.222,5.0,priority_anticorrelated,191.111,215.5,153.222,177.611,151.5,175.889,299.889,324.278,244.333,268.722,SJF,SJF,SJF
20,0.105,7.1,1.99,5,9,3.15,2.527,485.8,5.0,near_simultaneous_uniform,66.5,73.6,58.45,65.55,58.45,65.55,108.9,116.0,67.45,74.55,SJF,SJF,SJF
10,1.111,21.3,155.81,1,40,3.6,2.24,637.7,4.26,priority_correlated,95.1,116.4,75.4,96.7,58.4,79.7,118.0,139.3,75.9,97.2,SJF,SJF,SJF
33,1,27.758,76.79,10,40,2.939,2.057,499.515,5.0,uniform_heavy,413.212,440.97,350.0,377.758,347.848,375.606,691.758,719.515,433.909,461.667,SJF,SJF,SJF
17,0.125,5.353,1.17,3,7,3.059,2.291,602.471,5.0,near_simultaneous_uniform,42.412,47.765,36.824,42.176,36.824,42.176,62.941,68.294,41.941,47.294,SJF,SJF,Priority
5,1,13.4,69.84,3,24,2.8,1.36,549.4,2.393,priority_correlated,21.2,34.6,16.8,30.2,13.6,27.0,27.0,40.4,17.4,30.8,SJF,SJF,SJF
15,0.143,10.133,1.449,8,12,3.133,2.116,409.533,5.0,near_simultaneous_uniform,70.333,80.467,65.067,75.2,65.067,75.2,120.133,130.267,72.6,82.733,SJF,SJF,SJF
18,1,22.944,136.941,3,40,3.111,2.432,473.611,5.0,priority_anticorrelated,191.167,214.111,127.722,150.667,127.611,150.556,256.056,279.0,242.056,265.0,SJF,SJF,SJF
7,0.667,27.286,30.49,23,38,4.571,0.531,306.714,4.548,priority_correlated,77.571,104.857,69.429,96.714,69.429,96.714,136.286,163.571,69.429,96.714,SJF,SJF,SJF
10,0.556,38.7,47.21,29,49,2.8,1.36,465.9,5.0,batch_long,172.3,211.0,156.4,195.1,152.8,191.5,304.5,343.2,172.4,211.1,SJF,SJF,SJF
33,0.969,24.061,91.087,11,39,2.97,1.545,523.091,5.0,uniform_heavy,357.879,381.939,291.424,315.485,283.212,307.273,559.788,583.848,395.242,419.303,SJF,SJF,FCFS
35,0.235,5.943,131.482,1,55,2.257,1.162,612.857,3.302,interactive_short,147.314,153.257,81.971,87.914,33.886,39.829,56.6,62.543,94.086,100.029,RR,RR,RR
13,0.167,7.692,1.29,5,9,3.231,1.87,530.077,5.0,near_simultaneous_uniform,43.462,51.154,41.154,48.846,41.154,48.846,71.077,78.769,43.615,51.308,SJF,SJF,SJF
24,0.826,21.417,106.66,3,39,3.333,1.889,582.333,5.0,priority_anticorrelated,258.5,279.917,181.333,202.75,168.875,190.292,340.5,361.917,303.5,324.917,SJF,SJF,SJF
39,1.947,26.282,224.151,1,49,4.564,4.707,535.41,5.0,bursty_mixed,412.564,438.846,295.795,322.077,293.974,320.256,598.615,624.897,429.872,456.154,SJF,SJF,SJF
35,1.912,21.743,205.105,2,50,4.943,6.054,577.057,5.0,bursty_mixed,322.886,344.629,198.429,220.171,196.429,218.171,409.4,431.143,382.457,404.2,SJF,SJF,SJF
11,0.5,37.545,54.066,22,50,3.364,2.231,673.273,5.0,batch_long,190.818,228.364,166.636,204.182,163.909,201.455,327.364,364.909,185.364,222.909,SJF,SJF,SJF
15,0.357,38.867,71.582,22,49,2.533,2.116,463.733,5.0,batch_long,260.2,299.067,234.533,273.4,234.533,273.4,467.267,506.133,255.667,294.533,SJF,SJF,SJF
17,0.125,15.235,2.298,13,17,2.882,1.751,551.353,5.0,near_simultaneous_uniform,119.412,134.647,113.765,129.0,113.765,129.0,218.294,233.529,121.0,136.235,SJF,SJF,SJF
6,2,18.167,25.139,13,27,4.667,5.556,581.333,2.946,bursty_mixed,42.667,60.833,33.167,51.333,33.167,51.333,70.0,88.167,33.167,51.333,SJF,SJF,SJF
37,0.222,5.486,108.196,1,41,2.135,1.036,607.324,4.143,interactive_short,144.324,149.811,67.486,72.973,34.081,39.568,58.568,64.054,75.757,81.243,RR,RR,RR
34,1.03,18.176,131.204,1,40,3.235,2.18,507.118,5.0,priority_correlated,261.471,279.647,176.971,195.147,175.088,193.265,344.294,362.471,180.147,198.324,SJF,SJF,Priority
30,1,25.1,144.957,2,40,2.833,2.339,555.2,5.0,priority_anticorrelated,370.5,395.6,251.267,276.367,250.467,275.567,502.467,527.567,439.9,465.0,SJF,SJF,SJF
